,time,pod_name,mean_cpu_usage_nanocores,mean_memory_working_set_bytes
295088,1687636800000000000,kibana-kibana-5d996f756d-f9pwp,50366134.45,830606540.8
296144,1687635000000000000,kibana-kibana-5d996f756d-f9pwp,59014064.21666667,828864238.9333333
297201,1687633200000000000,kibana-kibana-5d996f756d-f9pwp,60847185.71666667,828114193.0666667
298256,1687631400000000000,kibana-kibana-5d996f756d-f9pwp,51525707.06666667,834331921.0666667
299311,1687629600000000000,kibana-kibana-5d996f756d-f9pwp,54105620.9,832375603.2
300361,1687627800000000000,kibana-kibana-5d996f756d-f9pwp,48433707.1,832387413.3333334
301043,1687626000000000000,kibana-kibana-5d996f756d-f9pwp,47461485.96666667,832439091.2
302091,1687624200000000000,kibana-kibana-5d996f756d-f9pwp,52305385.5,834448930.1333333
303142,1687622400000000000,kibana-kibana-5d996f756d-f9pwp,57312714.61666667,833479406.9333333
304187,1687620600000000000,kibana-kibana-5d996f756d-f9pwp,50611467.36666667,833130018.1333333
305237,1687618800000000000,kibana-kibana-5d996f756d-f9pwp,62876234.96666667,831490594.1333333
306285,1687617000000000000,kibana-kibana-5d996f756d-f9pwp,57408211.5,829183726.9333333
307333,1687615200000000000,kibana-kibana-5d996f756d-f9pwp,54144645.68333333,832588731.7333333
